20.25	0	0.141	0	0	0.00203	0
20.3	0	0.141	0	0	0.00203	0
20.35	0	0.141	0	0	0.00203	0
20.4	0	0.141	0	0	0.00203	0
20.45	0	0.141	0	0	0.00203	0
20.5	0	0.141	0	0	0.00203	0
20.55	0	0.141	0	0	0.00203	0
20.6	0	0.141	0	0	0.00203	0
20.65	0	0.141	0	0	0.00203	0
20.7	0	0.141	0	0	0.00203	0
20.75	0	0.141	0	0	0.00203	0
20.8	0	0.141	0	0	0.00203	0
20.85	0	0.141	0	0	0.00203	0
20.9	0	0.141	0	0	0.00203	0
20.95	0	0.141	0	0	0.00203	0
21	0	0	0	0	0	0
21.05	0	0	0	0	0	0
21.1	0	0	0	0	0	0
21.15	0	0	0	0	0	0
21.2	0	0	0	0	0	0
21.25	0	0	0	0	0	0
21.3	0	0	0	0	0	0
21.35	0	0	0	0	0	0
21.4	0	0	0	0	0	0
21.45	0	0	0	0	0	0
21.5	0	0	0	0	0	0
21.55	0	0	0	0	0	0
21.6	0	0	0	0	0	0
21.65	0	0	0	0	0	0
21.7	0	0	0	0	0	0
21.75	0	0	0	0	0	0
21.8	0	0	0	0	0	0
21.85	0	0	0	0	0	0
21.9	0	0	0	0	0	0
21.95	0	0	0	0	0	0
22	0	0.116	0	0	0	0
22.05	0	0.116	0	0	0	0
22.1	0	0.116	0	0	0	0
22.15	0	0.116	0	0	0	0
22.2	0	0.116	0	0	0	0
22.25	0	0.116	0	0	0	0
22.3	0	0.116	0	0	0	0
22.35	0	0.116	0	0	0	0
22.4	0	0.116	0	0	0	0
22.45	0	0.116	0	0	0	0
22.5	0	0.116	0	0	0	0
22.55	0	0.116	0	0	0	0
22.6	0	0.116	0	0	0	0
22.65	0	0.116	0	0	0	0
22.7	0	0.116	0	0	0	0
22.75	0	0.116	0	0	0	0
22.8	0	0.116	0	0	0	0
22.85	0	0.116	0	0	0	0
22.9	0	0.116	0	0	0	0
22.95	0	0.116	0	0	0	0
23	0	0	0	0	0	0
23.05	0	0	0	0	0	0
23.1	0	0	0	0	0	0
23.15	0	0	0	0	0	0
23.2	0	0	0	0	0	0
23.25	0	0	0	0	0	0
